OSEBX,Siste,Høy,Lav,Offisielt omsatt (NOK)
22.05.20,776.65,789.32,770.74,"5,200,005,818.00"
20.05.20,789.33,789.34,775.05,"5,531,081,569.00"
19.05.20,780.37,784.56,771.01,"5,885,278,274.00"
18.05.20,771.58,771.58,753.59,"4,950,121,802.00"
15.05.20,753.61,755.32,737.43,"5,009,664,451.00"
14.05.20,737.25,757.69,736.34,"5,028,595,858.00"
13.05.20,758.14,770.15,754.80,"5,283,040,793.00"
12.05.20,770.02,773.34,761.37,"4,775,590,992.00"
11.05.20,764.08,777.01,761.34,"4,423,653,934.00"
08.05.20,769.62,769.62,756.60,"4,324,391,093.00"
07.05.20,756.59,757.04,746.35,"4,694,843,991.00"
06.05.20,747.58,758.10,747.46,"4,788,718,376.00"
05.05.20,757.81,763.02,751.27,"5,314,337,798.00"
04.05.20,751.27,775.05,750.07,"6,024,932,766.00"
30.04.20,775.11,780.16,765.46,"7,098,272,095.00"
29.04.20,772.15,773.58,757.57,"6,455,106,266.00"
28.04.20,757.53,760.12,742.20,"5,801,737,184.00"
27.04.20,743.42,746.60,738.16,"4,092,217,748.00"
24.04.20,738.13,750.17,735.66,"4,708,062,704.00"
23.04.20,750.14,750.14,736.12,"5,288,394,448.00"
22.04.20,738.12,740.32,716.04,"5,462,246,361.00"
21.04.20,726.70,740.89,721.29,"5,585,718,196.00"
20.04.20,740.90,751.68,729.01,"4,963,366,941.00"
17.04.20,748.45,749.19,727.73,"6,475,404,898.00"
16.04.20,727.68,743.08,726.94,"5,661,564,871.00"
15.04.20,737.47,755.55,733.86,"5,804,447,826.00"
14.04.20,755.40,755.40,734.38,"7,349,956,461.00"
08.04.20,734.38,744.35,729.73,"3,443,984,134.00"
07.04.20,744.39,750.15,730.78,"6,314,900,927.00"
06.04.20,728.51,728.72,710.97,"5,724,144,744.00"
03.04.20,712.21,718.33,705.31,"6,493,421,201.00"
02.04.20,713.01,731.89,705.05,"7,631,805,596.00"
01.04.20,719.58,719.58,688.17,"6,624,989,659.00"
31.03.20,707.13,709.02,687.11,"8,791,872,005.00"
30.03.20,686.93,686.93,647.62,"5,970,964,364.00"
27.03.20,666.86,692.04,662.26,"5,775,716,658.00"
26.03.20,692.04,692.04,665.90,"5,996,941,789.00"
25.03.20,682.47,692.76,659.19,"7,644,410,144.00"
24.03.20,671.59,672.48,637.94,"6,493,436,252.00"
23.03.20,635.93,667.52,635.93,"7,075,915,328.00"
20.03.20,668.77,704.07,662.39,"9,783,669,284.00"
19.03.20,667.32,667.33,637.73,"9,010,344,917.00"
18.03.20,637.75,645.08,624.39,"8,070,859,847.00"
17.03.20,645.07,662.93,630.63,"8,579,876,885.00"
16.03.20,639.05,675.05,605.28,"9,836,839,751.00"
13.03.20,675.08,698.39,650.71,"10,022,614,050.00"
12.03.20,650.60,711.09,640.59,"9,270,710,652.00"
11.03.20,713.12,750.01,713.12,"7,999,833,611.00"
10.03.20,739.68,770.81,736.09,"9,671,570,092.00"
09.03.20,736.08,801.26,701.48,"11,365,050,542.00"
06.03.20,801.34,838.43,801.34,"7,260,639,890.00"
05.03.20,838.47,866.28,835.17,"5,732,378,905.00"
04.03.20,858.59,868.37,849.91,"6,247,525,580.00"
03.03.20,859.17,867.90,833.92,"7,241,918,414.00"
02.03.20,833.83,861.13,825.54,"7,509,114,170.00"
28.02.20,830.26,844.62,814.75,"10,456,587,358.00"
27.02.20,843.19,886.45,843.19,"7,163,282,922.00"
26.02.20,886.48,894.94,863.75,"7,397,177,656.00"
25.02.20,894.98,909.54,888.99,"6,428,970,877.00"
24.02.20,898.40,936.45,896.15,"6,686,154,752.00"
21.02.20,936.70,942.89,932.48,"4,830,076,578.00"
20.02.20,942.89,943.50,934.92,"5,357,239,314.00"
19.02.20,934.93,934.94,926.46,"4,140,447,148.00"
18.02.20,926.68,927.98,921.04,"3,731,018,056.00"
17.02.20,927.98,933.93,925.84,"3,274,684,785.00"
14.02.20,929.24,931.98,926.03,"3,889,819,595.00"
13.02.20,926.25,930.76,917.97,"5,012,009,871.00"
12.02.20,930.77,933.44,923.98,"5,458,856,923.00"
11.02.20,925.66,925.94,913.10,"5,062,259,650.00"
10.02.20,912.25,922.87,908.06,"4,937,699,212.00"
07.02.20,920.82,938.45,919.28,"6,251,621,125.00"
06.02.20,936.26,943.47,930.72,"5,740,929,325.00"
05.02.20,930.92,931.73,915.75,"4,539,772,485.00"
04.02.20,917.33,923.08,914.00,"4,283,287,075.00"
03.02.20,913.99,916.21,907.70,"3,925,910,055.00"
31.01.20,913.81,924.35,913.64,"4,962,907,928.00"
30.01.20,915.87,925.31,914.30,"4,059,991,333.00"
29.01.20,925.32,932.13,923.35,"3,990,567,510.00"
28.01.20,925.70,925.70,914.33,"3,808,602,955.00"
27.01.20,921.31,939.95,915.93,"4,790,077,877.00"
24.01.20,939.99,942.27,930.33,"3,582,539,548.00"
23.01.20,930.29,943.96,927.11,"4,229,936,903.00"
22.01.20,943.90,948.07,941.52,"4,482,964,848.00"
21.01.20,941.68,946.22,936.02,"3,065,195,496.00"
20.01.20,946.21,949.01,943.58,"2,810,789,467.00"
17.01.20,946.63,947.88,936.60,"3,651,395,806.00"
16.01.20,936.59,938.84,933.03,"4,438,407,901.00"
15.01.20,937.01,941.20,935.96,"3,906,895,393.00"
14.01.20,938.61,946.19,937.52,"3,601,183,344.00"
13.01.20,940.63,944.18,938.17,"3,334,350,395.00"
10.01.20,939.38,941.58,935.85,"3,185,406,897.00"
09.01.20,938.29,941.25,935.32,"3,822,198,355.00"
08.01.20,938.49,939.95,935.42,"3,756,579,768.00"
07.01.20,937.40,946.64,937.01,"3,643,957,390.00"
06.01.20,940.06,945.30,934.56,"3,921,073,373.00"
03.01.20,942.68,944.56,937.75,"3,574,987,988.00"
02.01.20,941.27,943.98,931.31,"3,406,824,119.00"
30.12.19,931.45,935.62,931.39,"2,542,575,706.00"
27.12.19,933.89,940.64,932.16,"2,539,704,875.00"
23.12.19,935.20,935.20,928.25,"2,532,839,055.00"
20.12.19,928.21,930.03,922.57,"5,266,967,085.00"
19.12.19,922.56,922.56,914.66,"4,271,070,830.00"
18.12.19,916.51,916.82,910.44,"3,950,508,207.00"
17.12.19,914.03,917.51,913.62,"4,061,831,618.00"
16.12.19,916.15,916.78,911.36,"3,535,823,117.00"
13.12.19,911.39,913.67,905.20,"4,164,043,807.00"
12.12.19,905.15,907.12,899.73,"3,703,317,357.00"
11.12.19,900.22,904.22,897.77,"3,515,695,752.00"
10.12.19,904.12,907.96,899.16,"3,555,902,979.00"
09.12.19,908.00,908.47,901.56,"3,128,328,822.00"
06.12.19,906.47,906.76,896.78,"3,532,108,782.00"
05.12.19,897.65,901.96,896.88,"3,770,598,631.00"
04.12.19,898.64,898.64,884.11,"4,091,972,091.00"
03.12.19,884.21,894.38,882.47,"4,734,125,245.00"
02.12.19,890.81,906.01,890.79,"4,509,118,810.00"
29.11.19,902.45,908.35,900.60,"4,958,866,434.00"
28.11.19,908.36,912.26,908.11,"2,294,731,330.00"
27.11.19,912.28,913.13,908.70,"3,350,617,471.00"
26.11.19,910.97,916.31,909.78,"6,773,147,147.00"
25.11.19,914.52,915.56,909.78,"2,985,583,387.00"
22.11.19,909.80,909.93,900.14,"3,484,646,441.00"
21.11.19,900.08,900.85,895.86,"3,484,427,840.00"
20.11.19,900.83,903.50,893.63,"3,977,081,631.00"
19.11.19,903.49,907.55,901.93,"3,887,248,760.00"
18.11.19,902.64,907.97,899.51,"3,667,786,174.00"
15.11.19,903.58,908.49,898.85,"5,179,348,127.00"
14.11.19,907.82,911.78,906.79,"3,882,938,977.00"
13.11.19,909.03,915.86,904.90,"3,770,067,670.00"
12.11.19,915.50,920.05,912.52,"3,142,129,436.00"
11.11.19,917.82,917.82,910.59,"3,111,604,627.00"
08.11.19,916.02,918.41,912.45,"3,672,832,754.00"
07.11.19,918.13,918.13,908.36,"4,220,328,842.00"
06.11.19,910.41,910.41,904.56,"4,287,397,970.00"
05.11.19,908.30,911.25,906.19,"4,270,006,564.00"
04.11.19,908.11,909.11,902.86,"3,650,963,319.00"
01.11.19,903.64,904.47,896.70,"3,047,982,958.00"
31.10.19,898.05,906.87,896.54,"4,894,408,289.00"
30.10.19,906.50,912.85,905.11,"3,995,887,088.00"
29.10.19,907.67,911.55,901.69,"3,970,946,015.00"
28.10.19,911.43,912.84,902.49,"3,590,400,196.00"
25.10.19,902.56,907.19,899.05,"3,850,921,914.00"
24.10.19,906.56,907.49,891.67,"5,231,568,041.00"
23.10.19,891.89,901.28,888.28,"4,991,953,769.00"
22.10.19,898.91,901.39,896.19,"3,698,241,647.00"
21.10.19,899.45,901.06,892.56,"3,910,967,030.00"
18.10.19,893.12,896.32,890.84,"4,676,901,353.00"
17.10.19,893.65,896.22,882.09,"4,179,471,585.00"
16.10.19,887.31,888.13,875.18,"3,932,729,897.00"
15.10.19,880.25,882.02,874.89,"3,457,909,149.00"
14.10.19,874.99,886.01,873.33,"2,990,085,761.00"
11.10.19,886.03,887.99,878.75,"3,654,178,071.00"
10.10.19,878.73,879.08,868.11,"3,661,473,259.00"
09.10.19,871.51,875.16,867.70,"3,897,541,717.00"
08.10.19,872.78,886.43,870.85,"3,129,256,521.00"
07.10.19,883.85,883.85,869.21,"3,565,987,303.00"
04.10.19,869.10,869.62,856.08,"3,466,880,971.00"
03.10.19,856.05,867.68,854.72,"3,506,043,720.00"
02.10.19,867.66,886.93,867.02,"3,769,281,523.00"
01.10.19,886.97,891.46,885.54,"3,128,339,864.00"
30.09.19,886.60,888.56,881.57,"3,262,531,570.00"
27.09.19,884.26,888.43,880.70,"3,195,061,234.00"
26.09.19,880.70,887.71,879.23,"3,173,843,554.00"
25.09.19,880.16,890.85,876.86,"3,509,753,272.00"
24.09.19,890.84,900.05,889.65,"3,591,229,632.00"
23.09.19,897.85,905.25,895.31,"3,330,110,817.00"
20.09.19,904.91,904.99,898.77,"5,433,837,904.00"
19.09.19,898.51,901.63,895.40,"3,718,608,372.00"
18.09.19,899.49,899.49,887.58,"4,736,927,582.00"
17.09.19,890.41,901.29,888.28,"5,324,284,634.00"
16.09.19,899.55,900.18,888.29,"5,472,177,757.00"
13.09.19,888.32,888.44,882.62,"3,722,411,484.00"
12.09.19,882.63,885.67,874.62,"4,001,220,339.00"
11.09.19,884.85,884.86,871.76,"4,648,459,490.00"
10.09.19,871.71,871.71,865.28,"4,166,985,194.00"
09.09.19,867.46,873.45,866.49,"3,262,099,405.00"
06.09.19,868.21,876.56,865.52,"4,184,580,664.00"
05.09.19,876.31,877.85,858.71,"5,118,658,930.00"
04.09.19,858.51,861.23,850.59,"2,870,051,408.00"
03.09.19,850.61,860.21,850.17,"2,898,324,239.00"
02.09.19,859.24,862.87,859.05,"2,365,469,845.00"
30.08.19,861.29,862.55,852.62,"3,581,048,371.00"
29.08.19,852.65,853.72,840.11,"3,173,433,246.00"
28.08.19,840.08,844.47,837.53,"3,089,133,156.00"
27.08.19,841.18,841.19,833.10,"3,552,535,016.00"
26.08.19,833.73,840.31,829.13,"2,471,979,764.00"
23.08.19,840.32,850.13,832.86,"3,392,371,166.00"
22.08.19,845.04,847.50,839.98,"3,379,232,502.00"
21.08.19,844.63,847.76,835.39,"3,758,191,464.00"
20.08.19,839.74,845.86,837.74,"3,011,260,917.00"
19.08.19,840.76,840.76,827.08,"3,506,897,797.00"
16.08.19,827.08,827.08,817.94,"3,724,401,880.00"
15.08.19,817.93,827.31,806.24,"4,342,558,502.00"
14.08.19,822.67,843.32,820.77,"4,181,199,664.00"
13.08.19,842.78,843.11,829.63,"3,709,281,072.00"
12.08.19,834.98,843.09,833.82,"2,312,860,299.00"
09.08.19,837.82,846.80,837.63,"2,571,185,281.00"
08.08.19,842.64,843.69,830.36,"2,890,697,480.00"
07.08.19,830.34,842.47,827.08,"3,257,644,914.00"
06.08.19,837.49,842.70,832.12,"3,011,125,927.00"
05.08.19,834.21,853.56,832.40,"3,851,352,825.00"
02.08.19,853.58,863.25,848.54,"3,566,277,172.00"
01.08.19,863.26,864.95,854.82,"2,945,631,600.00"
31.07.19,859.14,860.89,852.40,"3,588,531,327.00"
30.07.19,852.40,865.68,851.98,"2,924,037,697.00"
29.07.19,865.08,869.26,864.23,"2,517,140,311.00"
26.07.19,867.40,870.45,862.14,"2,779,540,360.00"
25.07.19,863.80,876.24,862.09,"3,407,700,929.00"
24.07.19,871.88,877.28,869.57,"3,093,273,749.00"
23.07.19,874.74,875.32,865.00,"3,330,184,545.00"
22.07.19,865.27,867.82,863.12,"2,847,009,668.00"
19.07.19,863.22,863.65,859.34,"3,012,174,099.00"
18.07.19,861.89,867.84,859.59,"3,401,052,516.00"
17.07.19,867.84,874.34,867.26,"3,228,699,741.00"
16.07.19,874.11,880.69,871.38,"4,154,179,256.00"
15.07.19,880.50,884.89,877.55,"2,991,523,983.00"
12.07.19,881.77,885.64,878.78,"3,373,843,945.00"
11.07.19,883.50,885.31,879.43,"3,624,869,701.00"
10.07.19,883.08,884.81,881.36,"3,421,642,849.00"
09.07.19,883.18,890.55,881.35,"3,735,369,911.00"
08.07.19,891.17,892.97,885.70,"3,259,845,276.00"
05.07.19,885.70,889.76,883.99,"3,151,441,078.00"
04.07.19,888.56,889.10,879.99,"3,225,338,271.00"
03.07.19,879.99,880.04,872.87,"3,532,158,422.00"
02.07.19,877.45,880.28,875.16,"4,031,447,183.00"
01.07.19,878.93,879.57,864.58,"3,890,926,575.00"
28.06.19,864.63,866.69,862.96,"4,097,141,387.00"
27.06.19,864.20,866.57,860.69,"2,969,363,351.00"
26.06.19,860.73,866.68,860.65,"3,487,742,379.00"
25.06.19,861.59,869.54,861.01,"3,459,168,911.00"
24.06.19,869.52,879.21,868.99,"3,464,036,618.00"
21.06.19,871.75,875.68,869.32,"6,685,473,153.00"
20.06.19,870.51,873.48,865.58,"4,201,942,723.00"
19.06.19,865.52,869.70,862.23,"4,819,956,941.00"
18.06.19,866.63,868.05,854.54,"4,269,460,425.00"
17.06.19,856.46,863.24,856.25,"3,239,410,805.00"
14.06.19,861.17,863.02,853.91,"3,793,010,870.00"
13.06.19,859.19,861.59,854.98,"4,690,886,132.00"
12.06.19,859.85,874.80,858.84,"4,050,327,254.00"
11.06.19,874.89,876.30,867.83,"5,012,419,622.00"
07.06.19,868.84,870.61,862.28,"3,876,659,508.00"
06.06.19,862.28,867.98,860.23,"3,789,661,358.00"
05.06.19,861.09,865.96,859.15,"4,407,532,384.00"
04.06.19,859.75,863.15,855.01,"4,778,235,067.00"
03.06.19,863.15,863.15,842.59,"4,197,877,954.00"
31.05.19,852.09,853.00,838.44,"5,762,389,857.00"
29.05.19,853.12,872.86,850.52,"4,689,206,951.00"
28.05.19,872.86,880.27,868.23,"8,651,751,886.00"
27.05.19,876.47,878.78,872.26,"2,653,434,194.00"
24.05.19,875.95,877.70,869.11,"4,080,074,558.00"
23.05.19,869.11,888.77,869.09,"4,835,769,334.00"
22.05.19,888.74,890.52,885.15,"3,742,703,543.00"
21.05.19,889.76,891.35,885.09,"3,810,845,075.00"
20.05.19,885.09,891.52,879.27,"4,805,811,929.00"
16.05.19,882.49,882.49,866.57,"5,749,306,902.00"
15.05.19,866.55,869.33,859.48,"3,949,349,901.00"
14.05.19,864.40,864.74,857.73,"4,071,733,253.00"
13.05.19,861.00,873.39,860.19,"3,906,476,893.00"
10.05.19,870.98,871.66,859.18,"3,989,517,161.00"
09.05.19,859.15,871.78,859.09,"4,258,366,238.00"
08.05.19,871.79,876.17,867.25,"4,517,276,157.00"
07.05.19,870.21,880.56,866.67,"4,248,752,984.00"
06.05.19,873.51,880.76,866.45,"3,262,753,227.00"
03.05.19,880.77,885.00,873.28,"3,921,021,388.00"
02.05.19,876.46,880.85,872.60,"4,333,365,713.00"
30.04.19,880.91,883.84,879.35,"4,575,484,059.00"
29.04.19,883.84,886.54,881.23,"3,167,844,082.00"
26.04.19,883.52,887.41,881.54,"4,467,401,685.00"
25.04.19,885.65,892.94,885.43,"3,828,858,653.00"
24.04.19,892.30,895.75,891.99,"4,015,884,975.00"
23.04.19,894.29,897.00,890.14,"4,695,203,539.00"
17.04.19,890.35,892.64,884.24,"3,684,686,619.00"
16.04.19,889.19,894.09,887.63,"3,322,394,479.00"
15.04.19,890.03,890.07,885.29,"3,101,377,730.00"
12.04.19,885.29,889.89,881.96,"3,978,310,657.00"
11.04.19,884.13,888.17,883.19,"3,493,876,247.00"
10.04.19,884.94,887.22,880.73,"4,394,683,131.00"
09.04.19,881.30,890.29,879.62,"3,969,952,210.00"
08.04.19,890.24,890.25,883.14,"3,826,769,755.00"
05.04.19,884.79,885.77,879.23,"3,208,795,058.00"
04.04.19,879.86,885.19,878.13,"2,997,144,996.00"
03.04.19,884.91,884.91,878.80,"3,896,474,315.00"
02.04.19,879.14,879.78,873.13,"3,814,357,867.00"
01.04.19,873.06,873.45,863.12,"3,503,941,444.00"
29.03.19,863.11,873.03,863.11,"4,492,224,082.00"
28.03.19,866.93,872.61,866.17,"3,305,528,770.00"
27.03.19,867.21,872.41,863.47,"3,433,326,673.00"
26.03.19,867.77,871.27,865.04,"3,195,526,194.00"
25.03.19,865.40,873.76,864.03,"3,208,973,678.00"
22.03.19,873.83,889.65,873.78,"3,712,552,789.00"
21.03.19,888.69,889.15,883.47,"3,345,018,814.00"
20.03.19,886.34,889.89,884.19,"3,299,243,293.00"
19.03.19,890.03,893.65,885.67,"3,593,913,637.00"
18.03.19,885.68,885.73,879.48,"3,367,450,673.00"
15.03.19,880.40,882.28,877.62,"6,611,310,640.00"
14.03.19,881.60,884.19,874.02,"3,769,341,869.00"
13.03.19,874.00,874.03,864.68,"3,766,053,500.00"
12.03.19,866.50,868.56,863.87,"3,402,397,122.00"
11.03.19,863.84,867.92,859.23,"3,007,249,113.00"
08.03.19,863.70,866.67,860.07,"3,257,466,239.00"
07.03.19,867.83,875.21,866.76,"3,425,328,172.00"
06.03.19,873.79,875.60,870.01,"3,206,281,745.00"
05.03.19,870.60,872.66,867.53,"3,414,031,856.00"
04.03.19,869.97,872.08,865.46,"3,925,826,784.00"
01.03.19,866.56,870.93,865.36,"3,382,392,706.00"
28.02.19,865.28,871.25,865.16,"4,603,345,108.00"
27.02.19,870.71,876.15,870.67,"3,079,953,198.00"
26.02.19,874.43,876.47,868.59,"3,354,226,789.00"
25.02.19,875.01,881.29,872.01,"3,591,195,861.00"
22.02.19,872.00,875.42,866.48,"3,331,446,220.00"
21.02.19,867.44,871.43,862.29,"3,835,465,873.00"
20.02.19,862.38,864.67,858.24,"3,606,427,458.00"
19.02.19,864.73,867.57,862.46,"3,356,580,023.00"
18.02.19,866.25,870.13,862.48,"3,086,135,319.00"
15.02.19,865.50,866.21,852.00,"3,919,476,210.00"
14.02.19,852.67,863.25,850.54,"3,947,003,089.00"
13.02.19,859.13,859.13,847.08,"4,020,694,465.00"
12.02.19,847.53,847.86,836.53,"3,894,076,756.00"
11.02.19,836.27,841.70,831.19,"3,088,558,617.00"
08.02.19,831.17,847.10,831.17,"3,849,717,625.00"
07.02.19,846.87,851.27,844.02,"4,525,273,861.00"
06.02.19,849.13,853.61,846.31,"3,709,962,017.00"
05.02.19,853.64,853.65,839.00,"4,309,124,999.00"
04.02.19,839.02,845.07,837.32,"3,402,808,757.00"
01.02.19,837.32,838.24,834.56,"2,907,419,083.00"
31.01.19,835.31,846.09,834.49,"4,710,034,887.00"
30.01.19,834.73,838.18,831.06,"3,649,607,707.00"
29.01.19,834.86,835.16,826.33,"3,643,256,784.00"
28.01.19,828.11,837.34,826.26,"3,318,189,542.00"
25.01.19,836.96,845.66,835.64,"3,374,881,985.00"
24.01.19,839.36,843.32,834.17,"3,854,395,950.00"
23.01.19,842.52,847.09,841.91,"3,212,351,094.00"
22.01.19,846.94,854.99,846.56,"3,231,085,945.00"
21.01.19,854.98,855.79,851.76,"2,459,430,095.00"
18.01.19,853.84,853.94,838.53,"4,252,663,135.00"
17.01.19,839.58,841.37,836.68,"3,315,064,220.00"
16.01.19,840.21,844.71,836.06,"4,072,409,042.00"
15.01.19,838.51,845.96,834.25,"3,464,706,974.00"
14.01.19,836.72,841.40,831.54,"3,522,841,391.00"
11.01.19,841.40,848.85,839.77,"3,898,595,737.00"
10.01.19,841.66,845.68,834.21,"4,070,112,851.00"
09.01.19,844.58,845.66,836.47,"4,235,464,711.00"
08.01.19,836.40,838.41,828.17,"4,047,460,356.00"
07.01.19,829.93,840.28,827.28,"4,105,801,746.00"
04.01.19,829.67,829.67,809.84,"4,829,802,028.00"
03.01.19,808.68,815.19,799.43,"3,978,351,400.00"
02.01.19,803.42,803.90,786.54,"3,173,412,684.00"
28.12.18,799.46,803.66,783.67,"3,212,399,284.00"
27.12.18,783.61,810.37,783.58,"3,340,009,358.00"
21.12.18,803.96,804.64,793.75,"5,904,369,796.00"
20.12.18,804.24,823.98,801.46,"4,430,752,469.00"
19.12.18,824.99,825.39,809.45,"4,439,276,334.00"
18.12.18,816.65,820.01,803.00,"4,731,105,874.00"
17.12.18,819.83,833.18,819.83,"3,487,453,716.00"
14.12.18,830.76,838.23,828.65,"3,526,953,098.00"
13.12.18,838.67,844.62,832.87,"3,559,456,641.00"
12.12.18,844.60,845.17,834.85,"3,507,932,070.00"
11.12.18,834.81,837.73,822.48,"3,844,092,731.00"
10.12.18,823.61,844.12,821.73,"3,821,564,659.00"
07.12.18,844.15,848.79,825.91,"4,151,546,147.00"
06.12.18,825.96,857.94,825.96,"5,180,568,220.00"
05.12.18,858.14,869.98,855.41,"3,091,359,680.00"
04.12.18,870.00,876.93,868.84,"3,647,743,749.00"
03.12.18,874.42,881.32,861.44,"4,350,460,650.00"
30.11.18,860.98,863.77,855.37,"7,072,715,887.00"
29.11.18,861.78,863.82,851.59,"3,898,468,490.00"
28.11.18,854.46,860.91,850.06,"3,799,302,823.00"
27.11.18,856.77,859.69,849.44,"3,776,238,064.00"
26.11.18,852.84,853.21,837.14,"3,527,855,062.00"
23.11.18,837.14,849.03,832.87,"3,625,699,008.00"
22.11.18,849.04,856.65,848.62,"3,106,668,376.00"
21.11.18,854.87,855.15,841.23,"4,218,446,982.00"
20.11.18,841.26,865.98,838.79,"5,456,726,805.00"
19.11.18,865.36,877.65,865.30,"4,483,264,713.00"
16.11.18,872.61,877.85,864.77,"4,654,418,430.00"
15.11.18,864.74,874.91,863.65,"4,630,848,138.00"
14.11.18,871.08,876.72,865.10,"6,090,594,902.00"
13.11.18,875.43,887.95,875.17,"5,126,725,354.00"
12.11.18,886.62,892.64,885.44,"3,591,580,558.00"
09.11.18,886.44,892.58,884.16,"4,405,450,688.00"
08.11.18,892.49,900.74,891.50,"4,463,837,653.00"
07.11.18,895.61,901.70,890.19,"4,601,093,637.00"
06.11.18,890.91,895.50,886.93,"4,055,502,312.00"
05.11.18,893.59,897.69,885.52,"3,797,738,887.00"
02.11.18,889.02,895.71,884.95,"4,696,154,132.00"
01.11.18,884.96,889.63,881.17,"4,928,412,465.00"
31.10.18,889.66,891.21,869.06,"5,768,475,681.00"
30.10.18,868.85,879.37,863.97,"4,539,788,289.00"
29.10.18,875.78,881.87,862.80,"4,324,045,258.00"
26.10.18,862.80,875.77,856.86,"5,243,429,964.00"
25.10.18,873.48,874.92,850.99,"6,327,015,664.00"
24.10.18,869.73,878.57,863.77,"5,457,806,258.00"
23.10.18,863.83,882.97,863.77,"6,050,000,091.00"
22.10.18,882.97,906.94,882.97,"4,204,349,729.00"
19.10.18,900.55,901.99,887.42,"5,019,651,962.00"
18.10.18,890.53,903.71,889.94,"5,684,615,308.00"
17.10.18,903.39,913.17,902.62,"4,270,325,435.00"
16.10.18,904.42,904.42,893.42,"4,400,682,489.00"
15.10.18,893.81,900.64,890.20,"4,264,354,486.00"
12.10.18,893.54,896.83,886.84,"4,837,241,919.00"
11.10.18,890.91,914.15,880.31,"7,262,333,773.00"
10.10.18,914.20,927.97,912.71,"5,662,045,065.00"
09.10.18,923.91,927.70,918.28,"4,820,517,239.00"
08.10.18,920.28,928.40,916.51,"4,579,640,040.00"
05.10.18,927.22,935.38,926.25,"4,826,096,712.00"
04.10.18,929.95,942.59,929.58,"5,123,194,424.00"
03.10.18,940.30,948.48,938.93,"4,757,043,790.00"
02.10.18,944.56,946.31,941.36,"4,853,101,839.00"
01.10.18,942.11,945.35,938.27,"4,254,300,562.00"
28.09.18,938.26,942.33,933.71,"4,396,870,277.00"
27.09.18,941.60,943.81,937.63,"3,483,455,059.00"
26.09.18,941.54,947.46,939.80,"4,163,410,669.00"
25.09.18,946.43,946.43,931.98,"5,716,781,577.00"
24.09.18,931.96,932.11,923.77,"4,237,873,820.00"
21.09.18,923.94,925.29,917.97,"6,729,367,239.00"
20.09.18,917.97,920.57,912.99,"4,555,509,762.00"
19.09.18,913.02,917.92,912.19,"3,833,786,884.00"
18.09.18,915.81,917.14,906.95,"4,455,851,707.00"
17.09.18,910.02,910.79,904.30,"2,974,688,799.00"
14.09.18,906.89,910.51,905.27,"3,495,326,031.00"
13.09.18,905.82,909.31,905.54,"3,451,685,194.00"
12.09.18,906.20,908.76,899.96,"4,159,438,943.00"
11.09.18,899.96,900.43,895.96,"3,746,181,116.00"
10.09.18,897.11,899.84,892.77,"3,306,474,173.00"
07.09.18,892.97,901.33,887.55,"4,190,234,229.00"
06.09.18,899.22,903.50,897.16,"4,179,356,920.00"
05.09.18,897.91,904.91,897.45,"4,399,339,469.00"
04.09.18,904.90,908.98,903.04,"3,445,667,637.00"
03.09.18,908.59,911.62,905.94,"3,024,129,166.00"
31.08.18,906.69,912.60,906.68,"4,996,139,193.00"
30.08.18,912.41,915.75,908.89,"3,317,567,295.00"
29.08.18,915.09,916.60,911.19,"3,431,284,390.00"
28.08.18,914.51,916.77,911.74,"3,629,547,716.00"
27.08.18,912.45,913.88,907.27,"2,586,417,201.00"
24.08.18,907.41,909.19,902.72,"3,636,370,694.00"
23.08.18,906.37,910.05,905.30,"3,647,319,869.00"
22.08.18,906.99,907.27,897.05,"4,242,499,576.00"
21.08.18,904.31,904.97,898.97,"3,482,601,915.00"
20.08.18,902.33,903.03,889.81,"3,586,686,449.00"
17.08.18,889.88,893.65,885.84,"3,661,000,648.00"
16.08.18,887.97,891.03,882.72,"3,633,472,205.00"
15.08.18,882.73,897.45,882.47,"3,714,224,992.00"
14.08.18,895.81,899.56,895.61,"3,525,188,288.00"
13.08.18,897.17,897.79,891.24,"2,994,417,145.00"
10.08.18,898.23,908.71,897.56,"3,767,040,089.00"
09.08.18,908.71,908.99,903.87,"3,636,252,749.00"
08.08.18,906.86,907.59,903.54,"3,557,100,556.00"
07.08.18,905.36,905.36,892.66,"3,502,614,615.00"
06.08.18,892.64,896.93,891.57,"2,817,780,085.00"
03.08.18,891.83,896.22,891.16,"3,667,512,339.00"
02.08.18,892.46,894.64,888.04,"3,901,681,813.00"
01.08.18,894.47,898.16,891.65,"3,876,470,959.00"
31.07.18,896.40,897.93,891.26,"5,410,818,665.00"
30.07.18,891.50,893.61,890.22,"2,790,569,335.00"
27.07.18,892.82,892.82,883.35,"3,103,858,533.00"
26.07.18,883.35,888.21,883.35,"3,560,840,125.00"
25.07.18,885.20,885.95,881.39,"3,839,599,393.00"
24.07.18,882.70,884.02,877.61,"3,607,719,091.00"
23.07.18,878.30,882.00,875.08,"3,053,383,461.00"
20.07.18,876.82,877.27,871.49,"3,881,312,043.00"
19.07.18,875.70,877.56,870.49,"3,678,439,784.00"
18.07.18,874.10,874.96,869.93,"3,791,824,777.00"
17.07.18,871.47,877.34,866.59,"4,887,457,532.00"
16.07.18,868.03,875.58,868.03,"3,653,612,253.00"
13.07.18,874.36,886.45,872.86,"4,813,690,549.00"
12.07.18,884.99,891.07,881.63,"4,779,350,887.00"
